id,text,label,pos
Sentence: 104,Anubis,B-software,NNP
,can,O,MD
,create,O,VB
,overlays,O,NNS
,to,O,TO
,capture,O,VB
,user,B-information,JJ
,credentials,I-information,NNS
,for,O,IN
,targeted,B-application,JJ
,applications,I-application,NNS
,.,O,.
Sentence: 105,Anubis,B-software,NNP
,can,O,MD
,steal,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,contact,B-information,NN
,list,I-information,NN
,.,O,.
Sentence: 106,Anubis,B-software,NNP
,can,O,MD
,collect,O,VB
,a,O,DT
,list,O,NN
,of,O,IN
,installed,B-application,JJ
,applications,I-application,NNS
,to,O,TO
,compare,O,VB
,to,O,TO
,a,O,DT
,list,O,NN
,of,O,IN
,targeted,B-application,JJ
,applications,I-application,NNS
,.,O,.
Sentence: 107,Anubis,B-software,NNP
,can,O,MD
,collect,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,ID,B-information,NNP
,.,O,.
Sentence: 108,Anubis,B-software,NNP
,can,O,MD
,retrieve,O,VB
,the,O,DT
,C2,O,NNP
,address,O,NN
,from,O,IN
,Twitter,O,NNP
,and,O,CC
,Telegram,O,NNP
,.,O,.
Sentence: 109,AppleJeus,B-software,NNP
,has,O,VBZ
,presented,O,VBN
,the,B-application,DT
,user,I-application,NN
,with,O,IN
,a,O,DT
,UAC,O,NNP
,prompt,O,NN
,to,O,TO
,elevate,O,VB
,privileges,O,NNS
,while,O,IN
,installing,O,VBG
,.,O,.
Sentence: 110,AppleJeus,B-software,NNP
,has,O,VBZ
,sent,O,VBN
,data,B-information,NNS
,to,O,TO
,its,B-device,PRP$
,C2,I-device,NNP
,server,I-device,NN
,via,O,IN
,POST,B-tool,NNP
,requests,I-tool,NNS
,.,O,.
Sentence: 111,AppleJeus,B-software,NNP
,has,O,VBZ
,used,O,VBN
,shell,B-information,NN
,scripts,I-information,NNS
,to,O,TO
,execute,O,VB
,commands,B-tool,NNS
,after,O,IN
,installation,O,NN
,and,O,CC
,set,O,NN
,persistence,O,NN
,mechanisms,O,NNS
,.,O,.
Sentence: 112,AppleJeus,B-software,NNP
,has,O,VBZ
,placed,O,VBN
,a,B-file,DT
,plist,I-file,NN
,file,I-file,NN
,within,O,IN
,the,B-file,DT
,LaunchDaemons,I-file,NNP
,folder,I-file,NN
,and,O,CC
,launched,O,VBD
,it,O,PRP
,manually,O,RB
,.,O,.
Sentence: 113,AppleJeus,B-software,NNP
,has,O,VBZ
,exfiltrated,O,VBN
,collected,O,VBN
,host,B-information,NN
,information,I-information,NN
,to,O,TO
,a,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,.,O,.
Sentence: 114,AppleJeus,B-software,NNP
,has,O,VBZ
,added,O,VBN
,a,O,DT
,leading,O,VBG
,.,O,.
,to,O,TO
,plist,O,VB
,filenames,O,NNS
,",",O,","
,unlisting,O,VBG
,them,O,PRP
,from,O,IN
,the,B-application,DT
,Finder,I-application,NNP
,app,I-application,NN
,and,O,CC
,default,O,NN
,Terminal,O,NNP
,directory,O,NN
,listings,O,NNS
,.,O,.
Sentence: 115,AppleJeus,B-software,NNP
,has,O,VBZ
,also,O,RB
,used,O,VBN
,the,O,DT
,open,O,JJ
,source,O,NN
,ADVObfuscation,O,NNP
,library,O,NN
,for,O,IN
,its,O,PRP$
,components,O,NNS
,.,O,.
Sentence: 116,AppleJeus,B-software,NNP
,has,O,VBZ
,been,O,VBN
,distributed,O,VBN
,via,O,IN
,spearphishing,B-file,VBG
,link,I-file,NN
,.,O,.
Sentence: 117,AppleJeus,B-software,NNP
,has,O,VBZ
,used,O,VBN
,a,O,DT
,valid,O,JJ
,digital,O,JJ
,signature,O,NN
,from,O,IN
,Sectigo,O,NNP
,to,O,TO
,appear,O,VB
,legitimate,O,JJ
,.,O,.
Sentence: 118,AppleJeus,B-software,NNP
,has,O,VBZ
,collected,O,VBN
,the,B-information,DT
,victim,I-information,NN
,host,I-information,NN
,information,I-information,NN
,after,O,IN
,infection,O,NN
,.,O,.
Sentence: 119,AppleJeus,B-software,NNP
,'s,O,POS
,spearphishing,B-file,VBG
,links,I-file,NNS
,required,O,VBN
,user,O,JJ
,interaction,O,NN
,to,O,TO
,navigate,O,VB
,to,O,TO
,the,B-application,DT
,malicious,I-application,JJ
,website,I-application,NN
,.,O,.
Sentence: 120,AppleJeus,B-software,NNP
,has,O,VBZ
,required,O,VBN
,user,O,JJ
,execution,O,NN
,of,O,IN
,a,B-tool,DT
,malicious,I-tool,JJ
,MSI,I-tool,NNP
,installer,I-tool,NN
,.,O,.
Sentence: 121,AppleJeus,B-software,NNP
,has,O,VBZ
,waited,O,VBN
,a,O,DT
,specified,O,JJ
,time,O,NN
,before,O,IN
,downloading,O,VBG
,a,B-information,DT
,second,I-information,JJ
,stage,I-information,NN
,payload,I-information,NN
,.,O,.
Sentence: 122,AppleSeed,B-software,NNP
,can,O,MD
,zip,O,VB
,and,O,CC
,encrypt,O,VB
,data,B-information,NNS
,collected,O,VBN
,on,O,IN
,a,B-application,DT
,target,I-application,NN
,system,I-application,NN
,.,O,.
Sentence: 123,AppleSeed,B-software,NNP
,has,O,VBZ
,automatically,O,RB
,collected,O,VBN
,data,B-information,NN
,from,O,IN
,USB,B-device,NNP
,drives,I-device,NNS
,",",O,","
,keystrokes,O,NNS
,",",O,","
,and,O,CC
,screen,O,JJ
,images,O,NNS
,before,O,IN
,exfiltration,O,NN
,.,O,.
Sentence: 124,AppleSeed,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,create,O,VB
,the,O,DT
,Registry,O,NNP
,key,O,NN
,name,O,NN
,EstsoftAutoUpdate,O,NNP
,at,O,IN
,HKLU\Software\Microsoft/Windows\CurrentVersion\RunOnce,B-file,NNP
,to,O,TO
,establish,O,VB
,persistence,O,NN
,.,O,.
Sentence: 125,AppleSeed,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,use,O,VB
,JavaScript,B-tool,NNP
,to,O,TO
,execute,O,VB
,PowerShell,B-tool,NNP
,.,O,.
Sentence: 126,AppleSeed,B-software,NNP
,can,O,MD
,collect,O,VB
,data,B-information,NNS
,on,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 127,AppleSeed,B-software,NNP
,can,O,MD
,stage,O,VB
,files,B-file,NNS
,in,O,IN
,a,O,DT
,central,O,JJ
,location,O,NN
,prior,O,RB
,to,O,TO
,exfiltration,O,NN
,.,O,.
Sentence: 128,AppleSeed,B-software,NNP
,can,O,MD
,exfiltrate,O,VB
,files,B-file,NNS
,via,O,IN
,the,O,DT
,C2,O,NNP
,channel,O,NN
,.,O,.
Sentence: 129,AppleSeed,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,search,O,VB
,for,O,IN
,.txt,B-file,NN
,",",O,","
,.ppt,B-file,NNP
,",",O,","
,.hwp,B-file,NNP
,",",O,","
,.pdf,B-file,NNP
,",",O,","
,and,O,CC
,.doc,B-file,JJ
,files,I-file,NNS
,in,O,IN
,specified,B-file,JJ
,directories,I-file,NNS
,.,O,.
Sentence: 130,AppleSeed,B-software,NNP
,can,O,MD
,disguise,O,VB
,JavaScript,B-file,NNP
,files,I-file,NNS
,as,O,IN
,PDFs,O,NNP
,.,O,.
Sentence: 131,AppleSeed,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,rename,O,VB
,its,B-information,PRP$
,payload,I-information,NN
,to,O,TO
,ESTCommon.dll,B-file,NNP
,to,O,TO
,masquerade,O,VB
,as,O,IN
,a,B-file,DT
,DLL,I-file,NNP
,belonging,O,NN
,to,O,TO
,ESTsecurity,O,NNP
,.,O,.
Sentence: 132,AppleSeed,B-software,NNP
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,Base64,B-tool,NNP
,encode,O,VB
,its,B-information,PRP$
,payload,I-information,NN
,and,O,CC
,custom,O,NN
,encrypt,O,VBP
,API,B-tool,NNP
,calls,I-tool,NNS
,.,O,.
Sentence: 133,AppleSeed,B-software,NNP
,has,O,VBZ
,used,O,VBN
,UPX,O,NNP
,packers,O,NNS
,for,O,IN
,its,B-file,PRP$
,payload,I-file,NN
,DLL,I-file,NNP
,.,O,.
Sentence: 134,AppleSeed,B-software,NNP
,can,O,MD
,enumerate,O,VB
,the,B-tool,DT
,current,I-tool,JJ
,process,I-tool,NN
,on,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 135,AppleSeed,B-software,NN
,can,O,MD
,take,O,VB
,screenshots,O,NNS
,on,O,IN
,a,B-device,DT
,compromised,I-device,VBN
,host,I-device,NN
,by,O,IN
,calling,O,VBG
,a,O,DT
,series,O,NN
,of,O,IN
,APIs,B-tool,NNP
,.,O,.
Sentence: 136,AppleSeed,B-software,NNP
,can,O,MD
,identify,O,VB
,the,O,DT
,IP,O,NNP
,of,O,IN
,a,B-application,DT
,targeted,I-application,JJ
,system,I-application,NN
,.,O,.
Sentence: 137,AppleSeed,B-software,NNP
,can,O,MD
,achieve,O,VB
,execution,O,NN
,through,O,IN
,users,B-application,NNS
,running,O,VBG
,malicious,B-file,JJ
,file,I-file,NN
,attachments,I-file,NNS
,distributed,O,VBD
,via,O,IN
,email,O,NN
,.,O,.
Sentence: 138,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,duplicate,O,VB
,a,B-information,DT
,token,I-information,NN
,from,O,IN
,ntprint.exe,B-tool,NN
,.,O,.
Sentence: 139,Aria-body,B-software,NN
,has,O,VBZ
,used,O,VBN
,HTTP,B-tool,NNP
,in,O,IN
,C2,O,NNP
,communications,O,NNS
,.,O,.
Sentence: 140,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,identify,O,VB
,the,O,DT
,titles,O,NNS
,of,O,IN
,running,O,VBG
,windows,O,NNS
,on,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 141,Aria-body,B-software,NN
,has,O,VBZ
,used,O,VBN
,ZIP,B-tool,NNP
,to,O,TO
,compress,O,VB
,data,B-information,NNS
,gathered,O,VBN
,on,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 142,Aria-body,B-software,NN
,has,O,VBZ
,established,O,VBN
,persistence,O,NN
,via,O,IN
,the,B-file,DT
,Startup,I-file,NNP
,folder,I-file,NN
,or,O,CC
,Run,B-file,NNP
,Registry,I-file,NNP
,key,I-file,NN
,.,O,.
Sentence: 143,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,collect,O,VB
,data,B-information,NNS
,from,O,IN
,USB,B-device,NNP
,devices,I-device,NNS
,.,O,.
Sentence: 144,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,decrypt,O,VB
,the,O,DT
,loader,O,NN
,configuration,O,NN
,and,O,CC
,payload,B-file,NN
,DLL,I-file,NNP
,.,O,.
Sentence: 145,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,gather,O,VB
,metadata,B-information,NN
,from,O,IN
,a,B-file,DT
,file,I-file,NN
,and,O,CC
,to,O,TO
,search,O,VB
,for,O,IN
,file,B-file,NN
,and,O,CC
,directory,O,NN
,names,O,NNS
,.,O,.
Sentence: 146,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,download,O,VB
,additional,B-information,JJ
,payloads,I-information,NNS
,from,O,IN
,C2,B-device,NNP
,.,O,.
Sentence: 147,Aria-body,B-software,NN
,has,O,VBZ
,used,O,VBN
,TCP,B-tool,NNP
,in,O,IN
,C2,O,NNP
,communications,O,NNS
,.,O,.
Sentence: 148,Aria-body,B-software,NN
,has,O,VBZ
,used,O,VBN
,an,B-file,DT
,encrypted,I-file,JJ
,configuration,I-file,NN
,file,I-file,NN
,for,O,IN
,its,O,PRP$
,loader,O,NN
,.,O,.
Sentence: 149,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,inject,O,VB
,itself,O,PRP
,into,O,IN
,another,B-tool,DT
,process,I-tool,NN
,such,O,JJ
,as,O,IN
,rundll32.exe,B-tool,NN
,and,O,CC
,dllhost.exe,B-tool,NN
,.,O,.
Sentence: 150,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,capture,O,VB
,screenshots,O,NNS
,on,O,IN
,compromised,B-device,JJ
,hosts,I-device,NNS
,.,O,.
Sentence: 151,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,identify,O,VB
,the,O,DT
,hostname,O,NN
,",",O,","
,computer,O,NN
,name,O,NN
,",",O,","
,Windows,O,NNP
,version,O,NN
,",",O,","
,processor,O,NN
,speed,O,NN
,",",O,","
,machine,O,NN
,GUID,O,NNP
,",",O,","
,and,O,CC
,disk,B-information,NN
,information,I-information,NN
,on,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 152,Aria-body,B-software,NN
,has,O,VBZ
,the,O,DT
,ability,O,NN
,to,O,TO
,identify,O,VB
,the,O,DT
,location,O,NN
,",",O,","
,public,O,JJ
,IP,O,NNP
,address,O,NN
,",",O,","
,and,O,CC
,domain,O,NN
,name,O,NN
,on,O,IN
,a,B-device,DT
,compromised,I-device,JJ
,host,I-device,NN
,.,O,.
Sentence: 153,Arp,B-software,NNP
,can,O,MD
,be,O,VB
,used,O,VBN
,to,O,TO
,display,O,VB
,ARP,B-information,NNP
,configuration,I-information,NN
,information,I-information,NN
,on,O,IN
,the,B-device,DT
,host,I-device,NN
,.,O,.
Sentence: 154,Asacub,B-software,NNP
,has,O,VBZ
,encrypted,O,VBN
,C2,O,NNP
,communications,O,NNS
,using,O,VBG
,Base64-encoded,B-tool,JJ
,RC4,I-tool,NNP
,.,O,.
Sentence: 155,Asacub,B-software,NNP
,has,O,VBZ
,implemented,O,VBN
,functions,B-tool,NNS
,in,O,IN
,native,B-information,JJ
,code,I-information,NN
,.,O,.
Sentence: 156,Asacub,B-software,NNP
,can,O,MD
,collect,O,VB
,the,B-device,DT
,device,I-device,NN
,’s,O,NNP
,contact,B-information,NN
,list,I-information,NN
,.,O,.
Sentence: 157,Asacub,B-software,NNP
,can,O,MD
,collect,O,VB
,SMS,B-information,NNP
,messages,I-information,NNS
,as,O,IN
,they,O,PRP
,are,O,VBP
,received,O,VBN
,.,O,.
Sentence: 158,Asacub,B-software,NNP
,can,O,MD
,send,O,VB
,SMS,B-information,NNP
,messages,I-information,NNS
,from,O,IN
,compromised,B-device,JJ
,devices,I-device,NNS
,.,O,.
Sentence: 159,Asacub,B-software,NNP
,can,O,MD
,collect,O,VB
,various,O,JJ
,pieces,O,NNS
,of,O,IN
,device,B-information,NN
,information,I-information,NN
,",",O,","
,including,O,VBG
,device,O,NN
,model,O,NN
,and,O,CC
,OS,O,NNP
,version,O,NN
,.,O,.
Sentence: 160,ASPXSpy,B-software,NNP
,is,O,VBZ
,a,B-tool,DT
,Web,I-tool,NNP
,shell,I-tool,NN
,.,O,.
Sentence: 161,The,B-software,DT
,ASPXTool,I-software,NNP
,version,I-software,NN
,used,O,VBN
,by,O,IN
,Threat,O,NNP
,Group-3390,O,NNP
,has,O,VBZ
,been,O,VBN
,deployed,O,VBN
,to,O,TO
,accessible,B-device,JJ
,servers,I-device,NNS
,running,O,VBG
,Internet,B-tool,NNP
,Information,I-tool,NNP
,Services,I-tool,NNP
,.,O,.
Sentence: 162,Astaroth,B-software,NNP
,creates,O,VBZ
,a,O,DT
,startup,O,JJ
,item,O,NN
,for,O,IN
,persistence,O,NN
,.,O,.
Sentence: 163,Astaroth,B-software,NNP
,'s,O,POS
,initial,B-information,JJ
,payload,I-information,NN
,is,O,VBZ
,a,B-file,DT
,malicious,I-file,JJ
,.LNK,I-file,NN
,file,I-file,NN
,.,O,.
Sentence: 164,Astaroth,B-software,NNP
,collects,O,VBZ
,information,B-information,NN
,from,O,IN
,the,B-device,DT
,clipboard,I-device,NN
,by,O,IN
,using,O,VBG
,the,B-file,DT
,OpenClipboard(),I-file,NNP
,and,O,CC
,GetClipboardData(),B-file,NNP
,libraries,I-file,NNS
,.,O,.
Sentence: 165,Astaroth,B-software,DT
,uses,O,VBZ
,JavaScript,B-tool,NNP
,to,O,TO
,perform,O,VB
,its,B-tool,PRP$
,core,I-tool,NN
,functionalities,I-tool,NNS
,.,O,.
Sentence: 166,Astaroth,B-software,NNP
,uses,O,VBZ
,an,B-software,DT
,external,I-software,JJ
,software,I-software,NN
,known,O,VBN
,as,O,IN
,NetPass,O,NNP
,to,O,TO
,recover,O,VB
,passwords,O,NNS
,.,O,.
Sentence: 167,Astaroth,B-software,DT
,encodes,O,NNS
,data,B-information,VBP
,using,O,VBG
,Base64,B-tool,NNP
,before,O,IN
,sending,O,VBG
,it,O,PRP
,to,O,TO
,the,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,.,O,.
Sentence: 168,Astaroth,B-software,DT
,collects,O,NNS
,data,B-information,NNS
,in,O,IN
,a,B-file,DT
,plaintext,I-file,NN
,file,I-file,NN
,named,O,VBN
,r1.log,O,NN
,before,O,IN
,exfiltration,O,NN
,.,O,.
Sentence: 169,Astaroth,O,DT
,obfuscates,O,VBZ
,its,B-information,PRP$
,JScript,I-information,NNP
,code,I-information,NN
,",",O,","
,and,O,CC
,has,O,VBZ
,used,O,VBN
,an,B-tool,DT
,XOR-based,I-tool,JJ
,algorithm,I-tool,NN
,to,O,TO
,encrypt,O,VB
,payloads,B-information,NNS
,twice,O,RB
,with,O,IN
,different,B-file,JJ
,keys,I-file,NNS
,.,O,.
Sentence: 170,Astaroth,B-software,DT
,has,O,VBZ
,been,O,VBN
,delivered,O,VBN
,via,O,IN
,malicious,B-information,JJ
,e-mail,I-information,JJ
,attachments,I-information,NNS
,.,O,.
Sentence: 171,Astaroth,B-software,DT
,searches,O,NNS
,for,O,IN
,different,B-tool,JJ
,processes,I-tool,NNS
,on,O,IN
,the,B-application,DT
,system,I-application,NN
,.,O,.
Sentence: 172,Astaroth,B-software,DT
,can,O,MD
,create,O,VB
,a,B-tool,DT
,new,I-tool,JJ
,process,I-tool,NN
,in,O,IN
,a,O,DT
,suspended,O,JJ
,state,O,NN
,from,O,IN
,a,B-tool,DT
,targeted,I-tool,JJ
,legitimate,I-tool,JJ
,process,I-tool,NN
,in,O,IN
,order,O,NN
,to,O,TO
,unmap,O,VB
,its,O,PRP$
,memory,O,NN
,and,O,CC
,replace,O,VB
,it,O,PRP
,with,O,IN
,malicious,B-information,JJ
,code,I-information,NN
,.,O,.
Sentence: 173,Astaroth,B-software,DT
,uses,O,VBZ
,the,B-tool,DT
,LoadLibraryExW(),I-tool,NNP
,function,I-tool,NN
,to,O,TO
,load,O,VB
,additional,B-tool,JJ
,modules,I-tool,NNS
,.,O,.
Sentence: 174,Astaroth,B-software,DT
,checks,O,NNS
,for,O,IN
,the,O,DT
,presence,O,NN
,of,O,IN
,Avast,B-application,NNP
,antivirus,I-application,NN
,in,O,IN
,the,B-file,DT
,C:\Program\Files\,I-file,NNP
,folder,I-file,NN
,.,O,.
Sentence: 175,Astaroth,B-software,DT
,uses,O,VBZ
,ActiveX,O,NNP
,objects,O,NNS
,for,O,IN
,file,O,JJ
,execution,O,NN
,and,O,CC
,manipulation,O,NN
,.,O,.
Sentence: 176,Astaroth,B-software,NNP
,uses,O,VBZ
,an,B-software,DT
,external,I-software,JJ
,software,I-software,NN
,known,O,VBN
,as,O,IN
,NetPass,O,NNP
,to,O,TO
,recover,O,VB
,passwords,O,NNS
,.,O,.
Sentence: 177,Astaroth,B-software,NNP
,has,O,VBZ
,used,O,VBN
,malicious,B-file,JJ
,files,I-file,NNS
,including,O,VBG
,VBS,O,NNP
,",",O,","
,LNK,O,NNP
,",",O,","
,and,O,CC
,HTML,O,NNP
,for,O,IN
,execution,O,NN
,.,O,.
Sentence: 178,Astaroth,B-software,DT
,can,O,MD
,check,O,VB
,for,O,IN
,Windows,O,NNP
,product,O,NN
,ID,O,NNP
,’s,O,NNP
,used,O,VBN
,by,O,IN
,sandboxes,B-device,NNS
,and,O,CC
,usernames,O,NNS
,and,O,CC
,disk,O,JJ
,serial,O,JJ
,numbers,O,NNS
,associated,O,VBN
,with,O,IN
,analyst,O,NN
,environments,O,NNS
,.,O,.
Sentence: 179,Astaroth,B-software,DT
,can,O,MD
,store,O,VB
,C2,B-information,NNP
,information,I-information,NN
,on,O,IN
,cloud,B-tool,NN
,hosting,I-tool,VBG
,services,I-tool,NNS
,such,O,JJ
,as,O,IN
,AWS,O,NNP
,and,O,CC
,CloudFlare,O,NNP
,and,O,CC
,websites,B-application,NNS
,like,O,IN
,YouTube,O,NNP
,and,O,CC
,Facebook,O,NNP
,.,O,.
Sentence: 180,Astaroth,B-software,DT
,uses,O,VBZ
,WMIC,B-tool,NNP
,to,O,TO
,execute,O,VB
,payloads,B-information,NNS
,.,O,.
Sentence: 181,At,B-software,IN
,can,O,MD
,be,O,VB
,used,O,VBN
,to,O,TO
,schedule,O,VB
,a,B-tool,DT
,task,I-tool,NN
,on,O,IN
,a,B-application,DT
,system,I-application,NN
,to,O,TO
,be,O,VB
,executed,O,VBN
,at,O,IN
,a,O,DT
,specific,O,JJ
,date,O,NN
,or,O,CC
,time,O,NN
,.,O,.
Sentence: 182,Attor,B-software,NN
,has,O,VBZ
,used,O,VBN
,FTP,B-tool,NNP
,protocol,I-tool,NN
,for,O,IN
,C2,O,NNP
,communication,O,NN
,.,O,.
Sentence: 183,Attor,B-software,NN
,can,O,MD
,obtain,O,VB
,application,O,NN
,window,O,NN
,titles,O,NNS
,and,O,CC
,then,O,RB
,determines,O,NNS
,which,O,WDT
,windows,O,VBZ
,to,O,TO
,perform,O,VB
,Screen,O,NNP
,Capture,O,NNP
,on,O,IN
,.,O,.
Sentence: 184,Attor,B-software,NNP
,has,O,VBZ
,a,B-tool,DT
,file,I-tool,NN
,uploader,I-tool,NN
,plugin,I-tool,NN
,that,O,WDT
,automatically,O,RB
,exfiltrates,O,VBZ
,the,B-information,DT
,collected,I-information,VBN
,data,I-information,NN
,and,O,CC
,log,O,NN
,files,B-file,NNS
,to,O,TO
,the,B-device,DT
,C2,I-device,NNP
,server,I-device,NN
,.,O,.
Sentence: 185,Attor,B-software,NNP
,’s,O,NNP
,dispatcher,O,NN
,can,O,MD
,establish,O,VB
,persistence,O,NN
,by,O,IN
,registering,O,VBG
,a,B-tool,DT
,new,I-tool,JJ
,service,I-tool,NN
,.,O,.
Sentence: 186,Attor,B-software,NNP
,’s,O,NNP
,Blowfish,B-file,NNP
,key,I-file,NN
,is,O,VBZ
,encrypted,O,VBN
,with,O,IN
,a,B-file,DT
,public,I-file,JJ
,RSA,I-file,NNP
,key,I-file,NN
,.,O,.
Sentence: 187,Attor,B-software,NNP
,has,O,VBZ
,exfiltrated,O,VBN
,data,B-information,NNS
,over,O,IN
,the,O,DT
,C2,O,NNP
,channel,O,NN
,.,O,.
Sentence: 188,Attor,B-software,NNP
,has,O,VBZ
,a,B-tool,DT
,plugin,I-tool,NN
,that,O,WDT
,enumerates,O,VBZ
,files,B-file,NNS
,with,O,IN
,specific,O,JJ
,extensions,O,NNS
,on,O,IN
,all,B-device,DT
,hard,I-device,JJ
,disk,I-device,NN
,drives,I-device,NNS
,and,O,CC
,stores,O,NNS
,file,B-information,VBP
,information,I-information,NN
,in,O,IN
,encrypted,B-file,VBN
,log,I-file,NN
,files,I-file,NNS
,.,O,.
Sentence: 189,One,O,CD
,of,O,IN
,Attor,B-software,NNP
,’s,O,NNP
,plugins,B-tool,NNS
,can,O,MD
,collect,O,VB
,user,B-information,JJ
,credentials,I-information,NNS
,via,O,IN
,capturing,O,VBG
,keystrokes,O,NNS
,and,O,CC
,can,O,MD
,capture,O,VB
,keystrokes,O,NNS
,pressed,O,VBN
,within,O,IN
,the,O,DT
,window,O,NN
,of,O,IN
,the,B-tool,DT
,injected,I-tool,JJ
,process,I-tool,NN
,.,O,.
Sentence: 190,Attor,B-software,NNP
,’s,O,NNP
,dispatcher,O,NN
,can,O,MD
,modify,O,VB
,the,B-file,DT
,Run,I-file,NNP
,registry,I-file,NN
,key,I-file,NN
,.,O,.
Sentence: 191,Strings,B-information,NNS
,in,O,IN
,Attor,B-software,NNP
,’s,O,JJ
,components,O,NNS
,are,O,VBP
,encrypted,O,VBN
,with,O,IN
,a,B-tool,DT
,XOR,I-tool,NN
,cipher,I-tool,NN
,",",O,","
,using,O,VBG
,a,B-file,DT
,hardcoded,I-file,JJ
,key,I-file,NN
,.,O,.
Sentence: 192,Strings,B-information,NNS
,in,O,IN
,Attor,B-software,NNP
,’s,O,NNP
,configuration,B-information,NN
,data,I-information,NNS
,",",O,","
,log,B-file,NN
,files,I-file,NNS
,and,O,CC
,plugins,B-tool,NNS
,are,O,VBP
,encrypted,O,VBN
,using,O,VBG
,a,O,DT
,hybrid,O,JJ
,encryption,O,NN
,scheme,O,NN
,of,O,IN
,Blowfish-OFB,B-tool,NNP
,combined,O,VBD
,with,O,IN
,RSA,B-tool,NNP
,.,O,.
Sentence: 193,Attor,B-software,NNP
,’s,O,NNP
,dispatcher,O,NN
,can,O,MD
,inject,O,VB
,itself,O,PRP
,into,O,IN
,running,B-tool,VBG
,processes,I-tool,NNS
,to,O,TO
,gain,O,VB
,higher,O,JJR
,privileges,O,NNS
,and,O,CC
,to,O,TO
,evade,O,VB
,detection,O,NN
,.,O,.
Sentence: 194,Attor,B-software,NN
,performs,O,VBZ
,the,O,DT
,injection,O,NN
,by,O,IN
,attaching,O,VBG
,its,B-information,PRP$
,code,I-information,NN
,into,O,IN
,the,O,DT
,APC,O,NNP
,queue,O,NN
,using,O,VBG
,NtQueueApcThread,B-tool,NNP
,API,I-tool,NNP
,.,O,.
Sentence: 195,Attor,B-software,NN
,has,O,VBZ
,used,O,VBN
,Tor,B-tool,NNP
,for,O,IN
,C2,O,NNP
,communication,O,NN
,.,O,.
Sentence: 196,Attor,B-software,NN
,has,O,VBZ
,opened,O,VBN
,the,B-file,DT
,registry,I-file,NN
,and,O,CC
,performed,O,VBD
,query,O,JJ
,searches,O,NNS
,.,O,.
Sentence: 197,Attor,B-software,NNP
,’s,O,NNP
,installer,B-tool,NN
,plugin,I-tool,NN
,can,O,MD
,schedule,O,VB
,a,B-tool,DT
,new,I-tool,JJ
,task,I-tool,NN
,that,O,WDT
,loads,O,VBZ
,the,O,DT
,dispatcher,O,NN
,on,O,IN
,boot/logon,O,NN
,.,O,.
Sentence: 198,Attor,B-software,NN
,can,O,MD
,detect,O,VB
,whether,O,IN
,it,O,PRP
,is,O,VBZ
,executed,O,VBN
,in,O,IN
,some,O,DT
,virtualized,O,JJ
,or,O,CC
,emulated,O,VBN
,environment,O,NN
,by,O,IN
,searching,O,VBG
,for,O,IN
,specific,O,JJ
,artifacts,O,NNS
,",",O,","
,such,O,JJ
,as,O,IN
,communication,O,NN
,with,O,IN
,I/O,O,NNP
,ports,O,NNS
,and,O,CC
,using,O,VBG
,VM-specific,O,JJ
,instructions,O,NNS
,.,O,.
Sentence: 199,AuditCred,B-software,VBN
,can,O,MD
,open,O,VB
,a,B-tool,DT
,reverse,I-tool,NN
,shell,I-tool,NN
,on,O,IN
,the,B-application,DT
,system,I-application,NN
,to,O,TO
,execute,O,VB
,commands,B-tool,NNS
,.,O,.
Sentence: 200,AuditCred,B-software,NNP
,is,O,VBZ
